Applicant ID,Total Missed Payments,Credit Card Accounts,Home Loan Accounts,Personal Loan Accounts,Secured Loan Accounts,Unsecured Loan Accounts,Other Loan Accounts,Oldest Credit Line (Months),Newest Credit Line (Months),Months Since Last Payment,Highest Recent Delinquency,60+ DPD Occurrences,Current Delinquency Level,Credit Card Enquiries (12 Months),Personal Loan Enquiries (12 Months),Months Since Last Credit Enquiry,Credit Enquiries (Last 3 Months),Monthly Income (₹),Employment Duration (Months),Current Balance Ratio (%),Maximum Unsecured Exposure (%),Marital Status,Education,Gender,Total Active Loan Accounts
CUST101879,0,0,0,0,1,0,0,54.0,54.0,910.0,0,0,0,0.0,0.0,2.0,2.0,"₹20,000",2.5 Years,0.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST101880,1,0,2,0,6,0,1,97.0,2.0,59.0,0,0,0,1.0,0.0,35.0,1.0,"₹60,000",29.2 Years,1.0%,1.8%,Married,POST-GRADUATE,Male,3
CUST101881,0,0,0,0,1,2,2,55.0,11.0,36.0,15,0,15,0.0,0.0,1653.0,0.0,"₹9,300",2.9 Years,0.9%,37.6%,Single,GRADUATE,Male,2
CUST101882,0,0,0,0,0,1,0,19.0,19.0,379.0,5,0,5,0.0,1.0,2.0,1.0,"₹20,000",4.8 Years,0.0%,1.8%,Married,SSC,Male,0
CUST101883,0,1,0,0,1,2,0,203.0,4.0,45.0,0,0,0,1.0,2.0,21.0,3.0,"₹35,000",15.5 Years,0.8%,1.5%,Married,GRADUATE,Male,1
CUST101884,0,0,1,0,1,0,0,18.0,18.0,36.0,0,0,0,0.0,0.0,555.0,0.0,"₹18,000",5.5 Years,1.0%,1.8%,Married,SSC,Female,1
CUST101885,0,0,1,2,3,2,2,94.0,43.0,71.0,0,0,0,0.0,0.0,44.0,1.0,"₹16,000",3.8 Years,0.9%,3.1%,Married,SSC,Male,5
CUST101886,0,0,0,0,0,2,1,11.0,11.0,78.0,0,0,0,0.0,0.0,334.0,0.0,"₹26,000",12.9 Years,0.0%,1.3%,Married,OTHERS,Female,1
CUST101887,0,0,0,0,0,2,0,27.0,18.0,344.0,0,0,0,0.0,0.0,526.0,0.0,"₹12,000",5.2 Years,0.0%,1.8%,Married,12TH,Female,0
CUST101888,1,0,0,4,3,5,3,9.0,3.0,74.0,0,0,0,4.0,27.0,13.0,20.0,"₹25,000",1.2 Years,0.7%,1.5%,Single,OTHERS,Male,7
CUST101889,0,0,0,0,2,1,0,146.0,4.0,41.0,0,0,0,0.0,1.0,136.0,0.0,"₹22,000",8.4 Years,0.5%,0.7%,Married,GRADUATE,Male,0
CUST101890,0,0,0,0,1,1,2,41.0,30.0,53.0,0,0,0,0.0,0.0,0.0,0.0,"₹29,000",9.5 Years,0.6%,1.7%,Married,GRADUATE,Male,2
CUST101891,3,0,0,0,0,9,2,20.0,1.0,44.0,0,0,0,0.0,2.0,36.0,4.0,"₹28,000",8.2 Years,0.7%,2.2%,Married,12TH,Male,2
CUST101892,0,0,0,0,1,1,0,40.0,29.0,227.0,60,0,60,0.0,0.0,864.0,0.0,"₹25,000",5.5 Years,0.0%,1.1%,Married,GRADUATE,Male,0
CUST101893,0,0,0,0,1,0,0,52.0,52.0,74.0,0,0,0,0.0,0.0,434.0,0.0,"₹47,500",8.4 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST101894,1,0,0,0,4,6,1,162.0,9.0,198.0,390,14,183,0.0,1.0,4.0,2.0,"₹23,000",15.8 Years,0.7%,4.3%,Married,12TH,Male,1
CUST101895,0,0,0,0,1,0,0,19.0,19.0,74.0,0,0,0,0.0,0.0,0.0,0.0,"₹30,000",8.2 Years,0.0%,1.8%,Single,12TH,Male,0
CUST101896,0,5,0,0,6,6,3,147.0,14.0,66.0,0,0,0,0.0,0.0,434.0,0.0,"₹25,000",9.5 Years,0.1%,12.1%,Married,GRADUATE,Male,8
CUST101897,2,0,0,0,1,1,1,9.0,3.0,74.0,0,0,0,0.0,4.0,77.0,1.0,"₹22,000",8.8 Years,0.8%,0.1%,Single,12TH,Male,1
CUST101898,0,0,0,1,0,2,0,9.0,5.0,57.0,0,0,0,0.0,5.0,4.0,7.0,"₹25,000",20.2 Years,0.9%,4.4%,Married,SSC,Male,1
CUST101899,0,1,1,4,1,5,0,112.0,4.0,17.0,29,0,29,3.0,1.0,148.0,0.0,"₹35,000",10.8 Years,0.9%,20.3%,Married,POST-GRADUATE,Male,6
CUST101900,0,0,0,0,1,0,0,31.0,31.0,184.0,0,0,0,0.0,0.0,5.0,1.0,"₹30,000",10.4 Years,0.0%,1.8%,Married,SSC,Male,0
CUST101901,0,0,1,3,2,3,1,82.0,35.0,85.0,0,0,0,0.0,0.0,1085.0,0.0,"₹20,000",5.9 Years,0.5%,5.0%,Married,UNDER GRADUATE,Male,5
CUST101902,2,0,0,0,0,5,4,89.0,3.0,66.0,0,0,0,0.0,3.0,10.0,2.0,"₹18,500",3.5 Years,0.4%,25.2%,Married,GRADUATE,Male,4
CUST101903,0,0,0,0,2,0,2,28.0,12.0,76.0,0,0,0,0.0,0.0,362.0,0.0,"₹51,000",12.1 Years,0.7%,1.8%,Married,12TH,Female,2
CUST101904,0,0,0,0,3,1,0,88.0,4.0,77.0,26,0,26,0.0,0.0,8.0,2.0,"₹20,000",7.5 Years,0.6%,0.6%,Married,GRADUATE,Male,0
CUST101905,0,0,0,0,0,1,0,5.0,5.0,100.0,0,0,0,0.0,1.0,137.0,0.0,"₹40,000",8.8 Years,0.9%,0.3%,Married,UNDER GRADUATE,Male,0
CUST101906,2,0,0,0,3,1,0,86.0,16.0,2090.0,0,0,0,0.0,0.0,19.0,1.0,"₹19,000",20.0 Years,0.1%,7.9%,Married,SSC,Male,0
CUST101907,3,0,0,0,0,9,2,62.0,16.0,312.0,0,0,0,0.0,0.0,14.0,1.0,"₹24,000",8.8 Years,0.8%,21.7%,Married,12TH,Male,2
CUST101908,0,0,0,0,2,0,0,14.0,13.0,266.0,0,0,0,0.0,0.0,3.0,1.0,"₹40,000",20.8 Years,0.6%,1.8%,Married,12TH,Female,0
CUST101909,6,0,0,0,14,0,0,88.0,3.0,80.0,0,0,0,0.0,0.0,601.0,0.0,"₹11,000",7.1 Years,0.9%,1.8%,Married,SSC,Male,0
CUST101910,0,0,1,0,2,0,0,35.0,10.0,96.0,25,0,25,0.0,0.0,299.0,0.0,"₹30,000",8.6 Years,0.7%,1.8%,Married,GRADUATE,Male,1
CUST101911,0,0,0,0,0,1,0,2.0,2.0,49.0,0,0,0,0.0,2.0,9.0,3.0,"₹10,000",3.3 Years,1.0%,1.3%,Single,GRADUATE,Male,0
CUST101912,0,0,0,0,4,0,1,116.0,24.0,46.0,0,0,0,0.0,0.0,763.0,0.0,"₹20,000",8.5 Years,0.3%,1.8%,Married,GRADUATE,Male,1
CUST101913,0,0,0,0,0,1,0,66.0,66.0,1217.0,0,0,0,0.0,0.0,305.0,0.0,"₹29,000",15.2 Years,0.0%,1.8%,Married,12TH,Male,0
CUST101914,0,0,0,0,15,0,0,39.0,22.0,540.0,47,0,47,0.0,0.0,0.0,0.0,"₹15,000",3.4 Years,0.0%,1.8%,Married,12TH,Male,0
CUST101915,0,0,0,0,1,0,1,8.0,8.0,142.0,0,0,0,0.0,0.0,0.0,0.0,"₹7,700",2.5 Years,1.1%,1.8%,Single,GRADUATE,Male,1
CUST101916,0,0,0,0,1,1,0,26.0,22.0,136.0,20,0,20,0.0,2.0,12.0,3.0,"₹30,000",8.2 Years,0.0%,1.8%,Single,POST-GRADUATE,Male,0
CUST101917,0,0,0,0,1,0,0,56.0,56.0,1151.0,0,0,0,0.0,0.0,1697.0,0.0,"₹18,000",5.8 Years,0.0%,1.8%,Married,SSC,Male,0
CUST101918,0,0,0,0,1,1,0,109.0,3.0,60.0,0,0,0,0.0,0.0,4.0,1.0,"₹20,000",5.8 Years,0.8%,0.7%,Married,12TH,Male,0
CUST101919,1,0,0,0,2,0,2,28.0,18.0,74.0,2,0,2,0.0,0.0,858.0,0.0,"₹32,000",8.8 Years,1.0%,1.8%,Married,SSC,Female,2
CUST101920,0,0,0,1,1,4,2,28.0,4.0,32.0,0,0,0,0.0,0.0,396.0,0.0,"₹18,000",3.2 Years,0.9%,7.8%,Married,UNDER GRADUATE,Female,3
CUST101921,0,0,0,0,0,1,0,8.0,8.0,49.0,0,0,0,0.0,0.0,231.0,0.0,"₹20,000",5.4 Years,0.3%,1.8%,Married,GRADUATE,Female,0
CUST101922,0,2,0,0,1,4,1,21.0,7.0,45.0,0,0,0,2.0,1.0,213.0,0.0,"₹25,000",8.4 Years,0.8%,4.0%,Single,GRADUATE,Male,3
CUST101923,0,0,0,0,1,1,0,24.0,9.0,56.0,0,0,0,1.0,5.0,7.0,4.0,"₹21,000",10.8 Years,1.0%,0.5%,Single,GRADUATE,Male,0
CUST101924,2,0,0,0,4,1,4,96.0,2.0,851.0,89,2,89,0.0,1.0,7.0,3.0,"₹59,000",20.5 Years,0.2%,0.2%,Married,SSC,Male,4
CUST101925,0,0,0,0,0,1,0,4.0,4.0,76.0,0,0,0,0.0,2.0,14.0,5.0,"₹26,000",5.0 Years,0.9%,0.5%,Single,GRADUATE,Male,0
CUST101926,0,0,0,0,1,1,0,71.0,10.0,35.0,0,0,0,0.0,0.0,298.0,0.0,"₹20,000",8.8 Years,0.1%,1.3%,Single,UNDER GRADUATE,Male,0
CUST101927,0,0,0,0,1,0,0,72.0,72.0,1730.0,0,0,0,0.0,0.0,51.0,3.0,"₹25,000",6.2 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST101928,2,0,0,0,0,3,1,11.0,3.0,105.0,0,0,0,0.0,0.0,5.0,4.0,"₹45,000",8.2 Years,0.4%,1.2%,Single,GRADUATE,Male,1
CUST101929,0,0,0,0,0,1,0,5.0,5.0,57.0,0,0,0,0.0,6.0,120.0,0.0,"₹28,000",4.2 Years,0.4%,1.4%,Single,GRADUATE,Male,0
CUST101930,1,0,0,0,0,1,0,3.0,3.0,74.0,0,0,0,0.0,0.0,96.0,0.0,"₹25,000",12.8 Years,1.0%,0.8%,Single,12TH,Male,0
CUST101931,10,0,0,0,33,0,19,55.0,1.0,87.0,89,1,89,0.0,0.0,4.0,1.0,"₹15,000",6.0 Years,0.9%,1.8%,Married,OTHERS,Female,19
CUST101932,0,0,0,0,1,0,0,74.0,74.0,74.0,0,0,0,0.0,0.0,4.0,2.0,"₹20,000",10.4 Years,0.0%,1.8%,Married,SSC,Male,0
CUST101933,0,0,0,0,13,0,0,55.0,18.0,440.0,117,1,117,0.0,0.0,0.0,0.0,"₹23,000",15.2 Years,0.0%,1.8%,Married,SSC,Female,0
CUST101934,1,1,0,0,2,1,2,88.0,4.0,67.0,0,0,0,0.0,0.0,0.0,0.0,"₹16,000",6.9 Years,0.7%,0.1%,Married,12TH,Male,3
CUST101935,0,0,0,0,16,0,0,52.0,3.0,76.0,0,0,0,0.0,0.0,2.0,1.0,"₹20,000",6.2 Years,0.1%,1.8%,Married,GRADUATE,Female,0
CUST101936,0,0,0,0,6,2,5,59.0,1.0,19.0,0,0,0,2.0,3.0,13.0,3.0,"₹25,000",3.8 Years,0.6%,1.8%,Single,UNDER GRADUATE,Male,5
CUST101937,3,2,1,1,13,13,13,312.0,3.0,65.0,0,0,0,0.0,0.0,974.0,0.0,"₹25,000",25.5 Years,3.6%,1.7%,Married,GRADUATE,Male,17
CUST101938,0,0,0,0,2,0,0,48.0,43.0,1223.0,22,0,22,0.0,0.0,1456.0,0.0,"₹20,000",6.2 Years,0.0%,1.8%,Married,OTHERS,Male,0
CUST101939,0,0,0,0,0,1,0,7.0,7.0,97.0,0,0,0,0.0,0.0,63.0,2.0,"₹16,000",10.8 Years,0.5%,1.8%,Married,OTHERS,Female,0
CUST101940,3,0,0,0,5,2,3,67.0,3.0,730.0,0,0,0,0.0,0.0,90.0,1.0,"₹15,000",6.1 Years,0.4%,2.7%,Single,SSC,Male,3
CUST101941,0,1,0,0,2,11,1,78.0,5.0,36.0,0,0,0,0.0,0.0,390.0,0.0,"₹23,000",8.8 Years,0.5%,3.3%,Single,12TH,Male,2
CUST101942,0,0,0,1,0,1,0,54.0,54.0,1134.0,0,0,0,0.0,1.0,12.0,1.0,"₹75,000",15.7 Years,0.0%,1.8%,Married,GRADUATE,Male,1
CUST101943,0,0,0,0,3,0,1,65.0,13.0,285.0,0,0,0,0.0,0.0,5.0,1.0,"₹23,500",4.2 Years,1.1%,1.8%,Married,POST-GRADUATE,Male,1
CUST101944,0,2,0,0,0,7,5,102.0,21.0,69.0,10,0,10,0.0,1.0,330.0,0.0,"₹28,000",8.8 Years,0.8%,1.0%,Married,GRADUATE,Male,7
CUST101945,0,0,0,0,1,2,0,67.0,4.0,82.0,0,0,0,0.0,0.0,119.0,0.0,"₹18,000",2.1 Years,0.9%,1.6%,Married,GRADUATE,Male,0
CUST101946,0,0,0,1,1,1,0,45.0,22.0,75.0,0,0,0,0.0,0.0,1372.0,0.0,"₹22,000",9.3 Years,0.8%,9.1%,Married,GRADUATE,Male,1
CUST101947,0,0,0,0,0,2,0,36.0,14.0,217.0,9,0,9,0.0,0.0,138.0,0.0,"₹9,000",10.1 Years,0.0%,0.7%,Married,SSC,Male,0
CUST101948,0,0,0,0,20,0,0,52.0,17.0,235.0,0,0,0,0.0,0.0,68.0,1.0,"₹30,000",10.6 Years,0.2%,1.8%,Married,SSC,Male,0
CUST101949,0,0,0,0,1,0,0,7.0,7.0,20.0,2,0,2,0.0,0.0,233.0,0.0,"₹12,500",2.1 Years,1.0%,1.8%,Single,12TH,Male,0
CUST101950,0,1,0,0,3,2,0,94.0,4.0,62.0,0,0,0,0.0,1.0,237.0,0.0,"₹25,000",10.0 Years,0.9%,0.9%,Married,OTHERS,Male,1
CUST101951,2,0,0,1,21,10,11,96.0,3.0,39.0,0,0,0,0.0,0.0,14.0,1.0,"₹20,000",5.4 Years,0.9%,12.2%,Married,GRADUATE,Male,12
CUST101952,1,0,0,0,4,1,3,57.0,3.0,159.0,30,1,21,0.0,0.0,3.0,2.0,"₹45,000",20.3 Years,1.0%,1.8%,Married,SSC,Male,3
CUST101953,0,0,0,2,0,4,0,29.0,7.0,24.0,0,0,0,1.0,3.0,27.0,2.0,"₹15,000",5.2 Years,0.0%,0.4%,Single,GRADUATE,Male,2
CUST101954,0,0,0,0,1,0,0,120.0,120.0,2617.0,0,0,0,0.0,0.0,2.0,1.0,"₹20,000",6.9 Years,0.0%,1.8%,Married,SSC,Male,0
CUST101955,0,0,0,1,0,1,0,11.0,11.0,330.0,0,0,0,0.0,2.0,7.0,1.0,"₹30,000",10.0 Years,0.9%,13.3%,Married,GRADUATE,Male,1
CUST101956,2,0,0,0,1,4,2,21.0,2.0,64.0,0,0,0,0.0,0.0,50.0,1.0,"₹15,000",5.9 Years,0.4%,0.9%,Married,SSC,Male,2
CUST101957,0,0,0,0,1,0,0,10.0,10.0,101.0,0,0,0,0.0,0.0,296.0,0.0,"₹45,000",8.4 Years,0.8%,1.8%,Single,12TH,Male,0
CUST101958,0,0,0,0,2,0,0,29.0,21.0,338.0,0,0,0,0.0,1.0,40.0,1.0,"₹8,000",8.3 Years,0.0%,1.8%,Married,OTHERS,Female,0
CUST101959,0,0,0,0,2,0,0,37.0,15.0,50.0,24,0,24,0.0,0.0,9.0,1.0,"₹26,000",14.2 Years,0.3%,1.8%,Married,12TH,Male,0
CUST101960,0,0,0,0,1,0,0,63.0,63.0,307.0,58,8,58,0.0,1.0,4.0,2.0,"₹36,000",24.8 Years,0.0%,1.8%,Single,GRADUATE,Male,0
CUST101961,0,0,0,0,1,0,0,18.0,18.0,193.0,0,0,0,0.0,0.0,0.0,0.0,"₹18,000",12.8 Years,0.0%,1.8%,Married,UNDER GRADUATE,Male,0
CUST101962,0,0,0,0,0,1,0,5.0,5.0,89.0,0,0,0,0.0,1.0,165.0,0.0,"₹11,000",2.9 Years,0.5%,1.7%,Single,GRADUATE,Male,0
CUST101963,0,0,0,0,13,1,8,83.0,2.0,63.0,0,0,0,0.0,0.0,0.0,0.0,"₹28,000",15.7 Years,1.0%,1.8%,Married,12TH,Male,8
CUST101964,1,0,0,1,1,1,0,36.0,14.0,1072.0,30,0,30,0.0,0.0,449.0,0.0,"₹10,000",22.9 Years,0.9%,19.5%,Married,12TH,Male,1
CUST101965,0,0,0,0,0,2,0,15.0,8.0,63.0,8,0,8,0.0,0.0,2.0,2.0,"₹15,000",3.2 Years,0.5%,2.0%,Married,12TH,Male,0
CUST101966,0,0,0,0,1,1,0,7.0,5.0,38.0,0,0,0,0.0,0.0,207.0,0.0,"₹33,000",12.2 Years,1.2%,0.3%,Single,12TH,Male,0
CUST101967,0,0,0,0,1,1,0,26.0,6.0,39.0,7,0,7,0.0,1.0,0.0,1.0,"₹18,000",5.0 Years,0.4%,0.7%,Married,GRADUATE,Male,0
CUST101968,0,1,0,0,0,1,0,7.0,7.0,107.0,0,0,0,1.0,1.0,46.0,1.0,"₹32,000",5.8 Years,0.3%,0.7%,Married,GRADUATE,Male,1
CUST101969,0,0,0,0,43,0,0,147.0,4.0,56.0,51,0,51,0.0,0.0,1533.0,0.0,"₹25,000",3.2 Years,1.0%,1.8%,Married,UNDER GRADUATE,Male,0
CUST101970,1,0,0,0,0,2,0,6.0,6.0,55.0,0,0,0,0.0,0.0,191.0,0.0,"₹16,900",5.2 Years,0.6%,4.3%,Single,GRADUATE,Male,0
CUST101971,0,0,0,0,0,2,0,9.0,7.0,87.0,0,0,0,0.0,0.0,17.0,1.0,"₹25,000",7.5 Years,0.5%,1.1%,Single,GRADUATE,Female,0
CUST101972,0,1,0,1,3,7,1,81.0,11.0,50.0,0,0,0,0.0,6.0,10.0,8.0,"₹3,500",11.9 Years,0.5%,54.6%,Married,SSC,Male,3
CUST101973,0,0,0,0,0,2,0,73.0,12.0,164.0,0,0,0,0.0,0.0,373.0,0.0,"₹15,000",4.4 Years,0.2%,1.3%,Married,GRADUATE,Female,0
CUST101974,2,0,0,0,8,0,0,87.0,6.0,192.0,12,0,12,0.0,1.0,3.0,2.0,"₹20,000",12.9 Years,1.0%,1.8%,Married,GRADUATE,Female,0
CUST101975,0,0,0,0,2,0,0,19.0,10.0,72.0,0,0,0,0.0,0.0,0.0,0.0,"₹35,000",20.8 Years,0.6%,1.8%,Married,UNDER GRADUATE,Female,0
CUST101976,0,0,0,0,0,1,0,6.0,6.0,106.0,0,0,0,0.0,1.0,20.0,2.0,"₹25,000",2.5 Years,0.3%,0.7%,Married,UNDER GRADUATE,Female,0
CUST101977,1,1,0,1,3,5,1,127.0,6.0,55.0,9,2,9,0.0,3.0,18.0,1.0,"₹23,000",10.5 Years,0.6%,14.6%,Married,GRADUATE,Male,3
CUST101978,0,0,0,0,1,0,1,3.0,3.0,72.0,0,0,0,0.0,0.0,119.0,0.0,"₹25,000",10.7 Years,1.0%,1.8%,Single,SSC,Male,1
CUST101979,0,0,0,0,4,0,0,88.0,10.0,39.0,0,0,0,0.0,0.0,330.0,0.0,"₹45,000",10.4 Years,1.0%,1.8%,Married,GRADUATE,Male,0
CUST101980,1,0,0,1,6,1,0,22.0,2.0,49.0,29,0,29,0.0,0.0,656.0,0.0,"₹30,000",10.8 Years,0.9%,3.3%,Single,GRADUATE,Male,1
CUST101981,0,0,0,0,3,0,0,12.0,2.0,47.0,0,0,0,0.0,0.0,0.0,0.0,"₹35,000",5.8 Years,1.0%,1.8%,Single,GRADUATE,Male,0
CUST101982,3,0,0,1,2,14,4,21.0,2.0,55.0,0,0,0,0.0,6.0,34.0,5.0,"₹30,000",13.3 Years,0.5%,7.1%,Single,UNDER GRADUATE,Male,5
CUST101983,3,0,0,1,2,5,0,59.0,1.0,38.0,0,0,0,0.0,2.0,29.0,2.0,"₹20,000",5.8 Years,0.9%,7.9%,Married,12TH,Male,1
CUST101984,0,0,0,1,0,4,0,21.0,13.0,78.0,0,0,0,0.0,0.0,108.0,0.0,"₹22,500",9.7 Years,0.6%,3.9%,Married,SSC,Male,1
CUST101985,0,1,0,1,1,6,0,17.0,4.0,47.0,0,0,0,5.0,7.0,1.0,6.0,"₹42,500",9.0 Years,0.8%,4.0%,Single,GRADUATE,Female,2
CUST101986,1,2,0,0,1,12,2,24.0,2.0,52.0,0,0,0,4.0,2.0,21.0,1.0,"₹28,000",6.5 Years,0.5%,5.2%,Married,SSC,Male,4
CUST101987,0,0,0,0,1,0,0,19.0,19.0,110.0,0,0,0,0.0,1.0,10.0,2.0,"₹16,000",6.7 Years,0.1%,1.8%,Married,OTHERS,Male,0
CUST101988,0,0,0,0,2,2,2,29.0,4.0,65.0,15,1,15,0.0,0.0,132.0,0.0,"₹30,000",3.4 Years,0.9%,0.1%,Married,UNDER GRADUATE,Female,2
CUST101989,1,0,0,0,3,0,0,23.0,7.0,63.0,0,0,0,0.0,0.0,205.0,0.0,"₹30,000",9.2 Years,0.9%,1.8%,Married,SSC,Male,0
CUST101990,2,1,1,1,11,4,0,58.0,7.0,53.0,24,0,24,0.0,0.0,38.0,1.0,"₹35,000",8.2 Years,0.9%,3.0%,Single,GRADUATE,Male,3
CUST101991,0,0,0,0,0,2,1,54.0,10.0,88.0,0,0,0,0.0,0.0,2.0,1.0,"₹25,000",20.7 Years,1.0%,0.0%,Married,SSC,Male,1
CUST101992,0,0,1,0,2,0,0,20.0,9.0,56.0,26,0,26,0.0,1.0,126.0,0.0,"₹36,000",25.2 Years,0.8%,1.8%,Married,12TH,Male,1
CUST101993,0,2,0,0,2,2,1,151.0,17.0,505.0,0,0,0,0.0,0.0,1205.0,0.0,"₹20,000",17.2 Years,0.0%,0.8%,Married,12TH,Male,3
CUST101994,0,0,1,0,1,0,0,20.0,20.0,49.0,20,0,20,0.0,0.0,548.0,0.0,"₹40,000",13.9 Years,1.0%,1.8%,Married,12TH,Female,1
CUST101995,0,0,0,0,2,0,2,26.0,18.0,208.0,30,0,30,0.0,0.0,0.0,0.0,"₹28,000",4.2 Years,0.6%,1.8%,Married,POST-GRADUATE,Male,2
CUST101996,0,0,0,0,1,0,0,12.0,12.0,157.0,0,0,0,0.0,0.0,376.0,0.0,"₹18,000",6.7 Years,0.8%,1.8%,Single,UNDER GRADUATE,Male,0
CUST101997,1,0,0,1,14,4,9,102.0,2.0,74.0,25,0,25,0.0,2.0,20.0,2.0,"₹34,990",21.7 Years,0.9%,5.0%,Married,SSC,Male,10
CUST101998,0,0,0,0,0,1,0,9.0,9.0,85.0,0,0,0,0.0,0.0,273.0,0.0,"₹12,000",10.7 Years,0.3%,1.3%,Married,12TH,Female,0
CUST101999,0,0,0,0,2,0,0,32.0,8.0,52.0,7,0,7,0.0,0.0,1005.0,0.0,"₹20,000",10.9 Years,0.5%,1.8%,Married,SSC,Male,0
CUST102000,0,0,0,0,1,0,1,46.0,46.0,74.0,0,0,0,0.0,0.0,0.0,0.0,"₹10,000",10.8 Years,0.0%,1.8%,Married,POST-GRADUATE,Male,1
CUST102001,0,0,0,0,4,0,3,14.0,1.0,34.0,0,0,0,0.0,0.0,328.0,0.0,"₹8,500",6.8 Years,1.0%,1.8%,Married,GRADUATE,Female,3
CUST102002,0,0,0,0,1,0,0,20.0,20.0,590.0,0,0,0,0.0,0.0,0.0,0.0,"₹17,000",2.1 Years,0.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST102003,0,0,0,0,2,1,2,51.0,3.0,70.0,0,0,0,0.0,1.0,103.0,0.0,"₹60,000",14.4 Years,1.0%,0.0%,Married,12TH,Male,2
CUST102004,1,0,0,0,1,0,0,14.0,14.0,74.0,0,0,0,0.0,0.0,0.0,0.0,"₹15,000",10.8 Years,0.6%,1.8%,Single,12TH,Male,0
CUST102005,1,0,0,0,3,0,0,20.0,11.0,44.0,0,0,0,1.0,1.0,123.0,0.0,"₹26,000",13.5 Years,1.1%,1.8%,Single,GRADUATE,Male,0
CUST102006,2,0,0,0,1,3,0,19.0,0.0,119.0,0,0,0,0.0,1.0,57.0,2.0,"₹18,000",15.4 Years,1.0%,1.2%,Married,12TH,Male,0
CUST102007,0,0,0,0,0,1,0,17.0,17.0,232.0,0,0,0,0.0,0.0,510.0,0.0,"₹37,000",5.3 Years,0.0%,0.8%,Married,12TH,Male,0
CUST102008,1,0,0,5,0,7,0,116.0,4.0,47.0,27,0,27,0.0,3.0,3.0,3.0,"₹27,000",14.6 Years,0.6%,13.3%,Married,12TH,Female,5
CUST102009,0,0,0,1,0,3,0,15.0,5.0,41.0,0,0,0,0.0,2.0,1.0,4.0,"₹11,500",8.7 Years,0.9%,9.4%,Married,SSC,Female,1
CUST102010,0,0,0,0,1,1,1,58.0,53.0,981.0,0,0,0,0.0,0.0,485.0,0.0,"₹40,000",15.2 Years,0.0%,1.8%,Married,12TH,Male,1
CUST102011,0,0,0,0,0,1,0,33.0,33.0,556.0,0,0,0,0.0,0.0,1017.0,0.0,"₹25,000",7.2 Years,0.0%,1.8%,Married,GRADUATE,Male,0
CUST102012,0,0,0,0,1,0,1,8.0,8.0,7.0,0,0,0,0.0,0.0,1582.0,0.0,"₹35,000",20.2 Years,0.0%,1.8%,Married,UNDER GRADUATE,Male,1
CUST102013,1,0,0,0,16,1,8,232.0,2.0,65.0,0,0,0,0.0,0.0,0.0,0.0,"₹20,000",20.4 Years,1.0%,1.8%,Married,UNDER GRADUATE,Male,8
CUST102014,0,0,0,0,1,0,1,3.0,3.0,64.0,0,0,0,0.0,0.0,14.0,1.0,"₹18,500",5.2 Years,1.0%,1.8%,Married,12TH,Male,1
CUST102015,0,0,0,0,1,0,0,32.0,32.0,434.0,0,0,0,0.0,0.0,966.0,0.0,"₹13,000",4.4 Years,0.0%,1.8%,Married,SSC,Male,0
CUST102016,4,0,0,0,3,6,1,20.0,2.0,74.0,0,0,0,0.0,0.0,100.0,0.0,"₹25,000",10.6 Years,0.9%,3.9%,Married,SSC,Male,1
CUST102017,1,0,0,0,3,0,0,31.0,5.0,909.0,0,0,0,0.0,0.0,0.0,0.0,"₹14,000",2.2 Years,1.0%,1.8%,Single,UNDER GRADUATE,Male,0
CUST102018,0,0,0,0,0,2,0,12.0,4.0,58.0,0,0,0,0.0,0.0,17.0,3.0,"₹37,000",4.8 Years,0.7%,0.3%,Single,12TH,Male,0
CUST102019,0,0,0,1,3,6,3,68.0,17.0,59.0,31,0,31,0.0,0.0,9.0,1.0,"₹35,000",4.2 Years,0.9%,4.3%,Married,GRADUATE,Male,4
CUST102020,1,0,0,0,1,1,0,59.0,3.0,1053.0,0,0,0,2.0,0.0,16.0,3.0,"₹50,000",12.5 Years,0.7%,0.3%,Married,12TH,Male,0
CUST102021,1,0,0,0,1,2,0,70.0,2.0,72.0,268,11,268,0.0,0.0,8.0,2.0,"₹30,000",30.2 Years,0.8%,0.6%,Married,GRADUATE,Male,0
CUST102022,1,0,0,0,3,0,2,8.0,2.0,45.0,0,0,0,0.0,0.0,118.0,0.0,"₹17,000",10.5 Years,0.9%,1.8%,Single,SSC,Male,2
CUST102023,0,0,0,0,1,2,1,24.0,14.0,82.0,28,0,28,0.0,1.0,43.0,1.0,"₹35,000",7.4 Years,0.1%,0.5%,Single,SSC,Male,1
CUST102024,0,0,0,0,2,3,1,74.0,15.0,210.0,0,0,0,0.0,0.0,437.0,0.0,"₹33,000",15.8 Years,0.0%,1.0%,Married,GRADUATE,Male,1
CUST102025,1,0,0,1,3,2,0,154.0,17.0,36.0,4,0,4,0.0,0.0,525.0,0.0,"₹30,000",8.2 Years,0.5%,1.5%,Married,12TH,Male,1
CUST102026,2,0,0,0,6,0,6,50.0,1.0,86.0,62,1,62,0.0,0.0,0.0,0.0,"₹17,000",5.4 Years,1.0%,1.8%,Married,12TH,Male,6
